id,url,createdTime,Confidence,Variant,Source Value,Converted m,Source Unit,Measurement ID,Structure ID,Notes,Interpretation,Status,Evidence,Axis,Cubit Preset,Measurement
3c60b963-e600-8110-918a-daa21f22c201,https://app.notion.com/3c60b963e6008110918adaa21f22c201,2026-08-24 07:13:33Z,A,JOSEPHUS_MENORAH,7,,count,M-MENORAH-LAMPS7,MENORAH,Overall dimensions remain unresolved.,Josephus describes seven lamps springing from the candlestick.,Locked,"[""https://app.notion.com/3c60b963e60081ba833aecfae61af7d0""]",Radius/Other,N/A,Menorah lamps · count 7
3c60b963-e600-8112-8737-c2519cd8c30f,https://app.notion.com/3c60b963e60081128737c2519cd8c30f,2026-08-24 06:43:04Z,B,HISTORICAL_SURVEY_WARREN,12,,ratio,M-WARREN-SOUTH-RAMP-SLOPE-1_12,SUB-040/SUB-041,Derived angle stored separately.,Rise 1 for horizontal run 12; Warren says Triple and Double original ramp rise was about 1 in 12.,Candidate,"[""https://app.notion.com/3c60b963e60081028707c20f3c2e9004""]",Radius/Other,N/A,South gate original ramp slope ratio
3c60b963-e600-8114-a8c3-db9a10060bb3,https://app.notion.com/3c60b963e6008114a8c3db9a10060bb3,2026-08-24 07:24:56Z,A,MID_CELLS,38,,count,M-CELLS-TOTAL38,SANCT-CELLS,,Total surrounding cells/chambers.,Locked,"[""https://app.notion.com/3c60b963e600813c885bcb46530d9be0""]",Radius/Other,N/A,Sanctuary side cells · total count 38
3c60b963-e600-8114-aa73-ea98c2d76cfa,https://app.notion.com/3c60b963e6008114aa73ea98c2d76cfa,2026-08-24 05:26:23Z,B,ALTAR_JOS,15,7.875,cubit,M-ALT-JOS-Z,ALTAR_MAIN,Middot altar vertical profile should remain separate.,Josephus altar height.,Conflict,"[""https://app.notion.com/3c60b963e600814c87e6c984c92f69e8""]",Z/Height,0.525m,Josephus altar height · 15 cubits
3c60b963-e600-8116-a4ba-e5d8d5f0e712,https://app.notion.com/3c60b963e6008116a4bae5d8d5f0e712,2026-08-24 07:38:36Z,B,CELL-PATRICH-RITMEYER,5,2.625,cubit,M-SAN-WALL-PATRICH-L3-5C,SANCT-WALLS,Supports 7c cell depth.,Stepped exterior wall thickness at upper cell story.,Candidate,"[""https://app.notion.com/3c60b963e60081e2a794ed96e48b097a""]",Width,0.525m,Patrich sanctuary wall thickness · cell story 3 · 5 cubits
3c60b963-e600-8117-9904-c7e7838f2c13,https://app.notion.com/3c60b963e60081179904c7e7838f2c13,2026-08-24 05:26:23Z,B,MID,15,7.875,cubit,M-ULAM-EXT-N,ULAM,Paired with south extension gives 100-cubit façade width.,Porch projects beyond 70-cubit body by 15 cubits north.,Candidate,"[""https://app.notion.com/3c60b963e60081d8adc4ff0eb75baa65""]",Y/N-S,0.525m,Porch lateral extension north · 15 cubits
3c60b963-e600-8117-a450-cb2f95059a96,https://app.notion.com/3c60b963e6008117a450cb2f95059a96,2026-08-24 05:26:23Z,B,MID,0.5,0.2625,cubit,M-STEP-STD-D,COURT_STEPS,,Standard step tread except Porch sequence.,Candidate,"[""https://app.notion.com/3c60b963e6008117a894d256d899f98f""]",Depth,0.525m,Standard court step tread · 0.5 cubit
3c60b963-e600-8117-ae19-e6fcde0e6fe2,https://app.notion.com/3c60b963e6008117ae19e6fcde0e6fe2,2026-08-24 07:13:33Z,A,YOMA_TWO_CURTAINS,1,0.525,cubit,M-PAROKHET-GAP1C,PAROKHET_DOUBLE_YOMA,Blender walkable inter-curtain volume.,Clear zone between two curtains in Yoma main account.,Candidate,"[""https://app.notion.com/3c60b963e600819d80d9c7d36498ca98""]",Depth,0.525m,Double-parokhet interspace · 1 cubit
3c60b963-e600-811a-83ab-efbfa52e1903,https://app.notion.com/3c60b963e600811a83abefbfa52e1903,2026-08-24 06:16:04Z,B,HEIGHT_STD,1,0.525,cubit,M-SANCT-ORN1-Z,SANCT_HEIGHT,,Kiyyur/ornamentation band above main interior.,Locked,"[""https://app.notion.com/3c60b963e60081a38da7c81ef15d9c63""]",Z/Height,0.525m,Main ornament band · 1 cubit
3c60b963-e600-811a-8712-e1512061216c,https://app.notion.com/3c60b963e600811a8712e1512061216c,2026-08-24 07:38:36Z,B,CELL-PATRICH-RITMEYER,7,3.675,cubit,M-SAN-WALL-PATRICH-L1-7C,SANCT-WALLS,Supports 5c cell depth.,Stepped exterior wall thickness at lowest cell story.,Candidate,"[""https://app.notion.com/3c60b963e60081e2a794ed96e48b097a""]",Width,0.525m,Patrich sanctuary wall thickness · cell story 1 · 7 cubits
3c60b963-e600-811a-980e-f325affd34f4,https://app.notion.com/3c60b963e600811a980ef325affd34f4,2026-08-24 06:16:04Z,B,HEIGHT_STD,100,52.5,cubit,M-SANCT-Z100,SANCT_HEIGHT,"Rabbi Judah variant affects parapet/spikes allocation, not the standard total.",Total Hekhal complex height in Middot 4:6.,Locked,"[""https://app.notion.com/3c60b963e60081a38da7c81ef15d9c63""]",Z/Height,0.525m,Sanctuary total height · 100 cubits
3c60b963-e600-811a-abab-e9f19e50258b,https://app.notion.com/3c60b963e600811aababe9f19e50258b,2026-08-24 05:26:23Z,B,ALTAR_JOS,50,26.25,cubit,M-ALT-JOS-Y,ALTAR_MAIN,Do not merge with Middot 32×32.,Josephus square altar dimension.,Conflict,"[""https://app.notion.com/3c60b963e600814c87e6c984c92f69e8""]",Y/N-S,0.525m,Josephus altar N-S · 50 cubits
3c60b963-e600-811d-8a6f-c588c2c79cb9,https://app.notion.com/3c60b963e600811d8a6fc588c2c79cb9,2026-08-24 07:13:33Z,A,YOMA_FOUNDATION_STONE,3,0.065625,fingerbreadth,M-HOH-STONE-PROJ3F,DEBIR_FOUNDATION_STONE,Only vertical projection; plan outline remains unresolved.,Working conversion assumes 24 fingerbreadths per 0.525m cubit.,Candidate,"[""https://app.notion.com/3c60b963e600819d80d9c7d36498ca98""]",Z/Height,0.525m,Foundation Stone projection · 3 fingerbreadths
3c60b963-e600-811d-a3f4-fb9f707695e8,https://app.notion.com/3c60b963e600811da3f4fb9f707695e8,2026-08-24 06:43:04Z,B,HISTORICAL_SURVEY_WARREN,4,1.2192,foot,M-WARREN-TRIPLE-TUNNEL-PIER-T4FT,SUB-041,Use only for observed historical-survey portion.,Warren/Conder: west wall formed by piers c.4 ft thick.,Candidate,"[""https://app.notion.com/3c60b963e60081028707c20f3c2e9004""]",Width,N/A,Triple tunnel west-wall pier thickness
3c60b963-e600-8120-916a-dd36e26338bd,https://app.notion.com/3c60b963e6008120916add36e26338bd,2026-08-24 05:26:23Z,B,MID,22,11.55,cubit,M-ALT-ULAM-D,ALTAR_TO_PORCH,,Clear axial zone containing Porch approach steps and laver offset.,Candidate,"[""https://app.notion.com/3c60b963e600812e85d7ef89bcd48bc4""]",X/E-W,0.525m,Altar-to-Porch distance · 22 cubits
3c60b963-e600-8120-9dc5-f3947eb8dceb,https://app.notion.com/3c60b963e60081209dc5f3947eb8dceb,2026-08-24 07:13:33Z,A,MISHNAH_PAROKHET,20,10.5,cubit,M-PAROKHET-W20C,TEXTILE_PAROKHET,Metric is working-cubit conversion.,Mishnah Shekalim parokhet second dimension.,Candidate,"[""https://app.notion.com/3c60b963e600818dbfc3ca7699507380""]",Width,0.525m,Parokhet width · Mishnah 20 cubits
3c60b963-e600-8121-8e50-cb1ccf432f0c,https://app.notion.com/3c60b963e60081218e50cb1ccf432f0c,2026-08-24 07:38:36Z,B,CELL-PATRICH-RITMEYER,12,6.3,cubit,M-CELL-PATRICH-W-CELL12C,SANCT-CELLS-W,Upper story has two cells; exact split unresolved.,Lower/middle west cell length assumption.,Candidate,"[""https://app.notion.com/3c60b963e60081e2a794ed96e48b097a""]",Y/N-S,0.525m,Patrich west individual cell length · 12 cubits
3c60b963-e600-8123-818f-d7c6d4530dee,https://app.notion.com/3c60b963e6008123818fd7c6d4530dee,2026-08-24 05:26:23Z,C,JOS_WAR5,45,23.625,cubit,M-JOS-STONE45-L,TEMPLE_FACADE_MASONRY,"Illustrative masonry scale, not default block module.",Some temple stones described at this length.,Candidate,"[""https://app.notion.com/3c60b963e600814c87e6c984c92f69e8""]",X/E-W,0.525m,Josephus façade stone length · 45 cubits
3c60b963-e600-8125-97dd-f03140381b58,https://app.notion.com/3c60b963e600812597ddf03140381b58,2026-08-24 07:24:56Z,A,MID_CELLS,15,,count,M-CELLS-SOUTH15,SANCT-CELLS-S,,Five per floor × three floors on south.,Locked,"[""https://app.notion.com/3c60b963e600813c885bcb46530d9be0""]",Radius/Other,N/A,Sanctuary side cells · south count 15
3c60b963-e600-8127-892a-ff1956d1fa67,https://app.notion.com/3c60b963e6008127892aff1956d1fa67,2026-08-24 05:26:23Z,B,JOS_GATE,15,7.875,cubit,M-GATE-JOS-W,GATE_REGULAR_JOS,Compare with Middot 10-cubit standard doorway.,Regular gate door breadth in Josephus.,Conflict,"[""https://app.notion.com/3c60b963e60081f8b566ebf7d334f9d3""]",Width,0.525m,Josephus regular gate width · 15 cubits
3c60b963-e600-8128-985d-de642551fcdc,https://app.notion.com/3c60b963e6008128985dde642551fcdc,2026-08-24 06:43:04Z,B,HISTORICAL_SURVEY_WARREN,6,1.8288,foot,M-WARREN-TRIPLE-PIER-W6FT,SUB-041,Later façade geometry may not equal Herodian gate pier module.,Warren/Conder: piers between current Triple Gateway arches c.6 ft.,Candidate,"[""https://app.notion.com/3c60b963e60081028707c20f3c2e9004""]",Width,N/A,Triple Gate façade pier width
3c60b963-e600-812b-807b-fe3f42d6c3f1,https://app.notion.com/3c60b963e600812b807bfe3f42d6c3f1,2026-08-24 06:16:04Z,B,HEIGHT_STD,2,1.05,cubit,M-SANCT-GUTTER2-Z,SANCT_HEIGHT,,Upper beit dilfa.,Locked,"[""https://app.notion.com/3c60b963e60081a38da7c81ef15d9c63""]",Z/Height,0.525m,Upper gutter/drain zone · 2 cubits
3c60b963-e600-812b-9ac5-c6ac4eac27f7,https://app.notion.com/3c60b963e600812b9ac5c6ac4eac27f7,2026-08-24 05:48:32Z,B,MID-4.7,11,5.775,cubit,M-SAN-EW-02,ULAM_INTERIOR,,East-to-west sanctuary chain segment 2/9.,Candidate,"[""https://app.notion.com/3c60b963e60081d8adc4ff0eb75baa65""]",X/E-W,0.525m,Sanctuary EW · Ulam interior 11c
3c60b963-e600-812c-a235-f072a2a0db05,https://app.notion.com/3c60b963e600812ca235f072a2a0db05,2026-08-24 06:16:04Z,B,MID,62,32.55,cubit,M-ALT-RAMP-SPAN62,ALTAR_RAMP,Use as plan checksum; exact overlap geometry must be shown explicitly.,Middot/Talmudic dimensional checksum: 32c ramp + 32c altar with 2c overlap.,Candidate,"[""https://app.notion.com/3c60b963e60081fa8673d8dc0989db80""]",Y/N-S,0.525m,Altar + ramp N-S occupied span · 62 cubits
3c60b963-e600-812d-991c-cd16e8db88aa,https://app.notion.com/3c60b963e600812d991ccd16e8db88aa,2026-08-24 05:26:23Z,B,JOS_CORINTHIAN,50,26.25,cubit,M-GATE-COR-Z,CORINTHIAN_GATE,Identify relation to Nicanor/Corinthian gate hypothesis before naming geometry.,Greater eastern gate total height.,Candidate,"[""https://app.notion.com/3c60b963e60081f8b566ebf7d334f9d3""]",Z/Height,0.525m,Josephus east Corinthian gate height · 50 cubits
3c60b963-e600-812f-9a42-e38a71576bf6,https://app.notion.com/3c60b963e600812f9a42e38a71576bf6,2026-08-24 08:12:44Z,B,RAMBAM_15STEP,0.5,0.2625,cubit,M-NIC-RAMBAM-RISE0_5C,NICANOR-STEPS,Middot raw text gives 15 semicircular steps but not this rise.,Rambam 6:2 individual step rise.,Candidate,"[""https://app.notion.com/3c60b963e60081478b13eb65c1f86716""]",Z/Height,0.525m,Nicanor 15-step rise per step · Rambam
3c60b963-e600-8131-9f17-c626bdd301cf,https://app.notion.com/3c60b963e60081319f17c626bdd301cf,2026-08-24 07:49:13Z,A,NICANOR-RABBINIC-WEST,20,10.5,cubit,M-NICANOR-H20C,NICANOR-RABBINIC-WEST,Threshold datum tied to Israel Court top level in circulation variant.,Applies Middot general non-Ulam gate class to Nicanor.,Candidate,"[""https://app.notion.com/3c60b963e60081a18482fb314ae58d10""]",Z/Height,0.525m,Rabbinic Nicanor central opening height · 20 cubits
3c60b963-e600-8131-a34e-f1c0bb363290,https://app.notion.com/3c60b963e6008131a34ef1c0bb363290,2026-08-24 06:16:04Z,B,HEIGHT_STD,1,0.525,cubit,M-SANCT-SPIKES-Z,SANCT_HEIGHT,Separate geometry switch required.,Included in standard 100c total; excluded from R. Judah count.,Conflict,"[""https://app.notion.com/3c60b963e60081a38da7c81ef15d9c63""]",Z/Height,0.525m,Bird spikes / Kaleh Orev · 1 cubit
3c60b963-e600-8136-9b94-eb3210fb92ed,https://app.notion.com/3c60b963e60081369b94eb3210fb92ed,2026-08-24 07:24:56Z,A,MID_WOMEN_STEPS,15,,count,M-WOMEN-ISRAEL-STEPS15,WOMEN-NICANOR-STEPS,Radius/tread sequence unresolved.,Explicit step count; plan shape semicircular.,Locked,"[""https://app.notion.com/3c60b963e60081e186bded86e836a012""]",Radius/Other,N/A,Women→Israel semicircular steps · count 15
3c60b963-e600-8137-be8c-c0d4b3bd5314,https://app.notion.com/3c60b963e6008137be8cc0d4b3bd5314,2026-08-24 05:26:23Z,B,MID,40,21,cubit,M-WOMEN-CHAMBER,WOMEN_COURT_CHAMBERS,Square/extent treatment to be confirmed in plan drafting.,Each of four corner chambers described as 40 cubits.,Candidate,"[""https://app.notion.com/3c60b963e6008178b3e4c4528e9f7a41""]",Width,0.525m,Women Court corner chamber · 40 cubits
3c60b963-e600-8138-93c9-e830f3014beb,https://app.notion.com/3c60b963e600813893c9e830f3014beb,2026-08-24 07:13:33Z,A,R_JUDAH_TABLE,5,0.4375,handbreadth,M-SHB-JUDAH-W5HB,SHOWBREAD_TABLE,,R. Judah table variant.,Conflict,"[""https://app.notion.com/3c60b963e600814a9432e5f9561ab5e6""]",Width,0.525m,Showbread Table · R Judah width 5 handbreadths
3c60b963-e600-8138-b00d-df7fd4687198,https://app.notion.com/3c60b963e6008138b00ddf7fd4687198,2026-08-24 07:38:36Z,B,CELL-PATRICH-RITMEYER,12,6.3,cubit,M-CELL-PATRICH-CLEAR-H12C,SANCT-CELLS,Applied to all three stories.,Clear height per cell story adopted in Patrich reconstruction.,Candidate,"[""https://app.notion.com/3c60b963e60081e2a794ed96e48b097a""]",Z/Height,0.525m,Patrich side-cell clear height · 12 cubits
3c60b963-e600-8139-9cf3-e70c7c536b0e,https://app.notion.com/3c60b963e60081399cf3e70c7c536b0e,2026-08-24 07:38:36Z,B,MESIBBAH-PATRICH,45,23.625,cubit,M-MESIBBAH-PATRICH-RISE45C,MESIBBAH,Couples to architectural FFL Z=0.,Rise from sanctuary floor level to cell roof / Upper Chamber floor.,Candidate,"[""https://app.notion.com/3c60b963e60081e2a794ed96e48b097a""]",Z/Height,0.525m,Patrich mesibbah rise · 45 cubits
3c60b963-e600-813b-9eab-fc1875471b5c,https://app.notion.com/3c60b963e600813b9eabfc1875471b5c,2026-08-24 05:26:23Z,B,MID,100,52.5,cubit,M-HEKHAL-Z,HEKHAL_COMPLEX,Vertical decomposition should be modeled parametrically.,Middot total height including roof/parapet system.,Candidate,"[""https://app.notion.com/3c60b963e60081a38da7c81ef15d9c63""]",Z/Height,0.525m,Hekhal total height · 100 cubits
3c60b963-e600-813c-8e06-e3f77cdd1caa,https://app.notion.com/3c60b963e600813c8e06e3f77cdd1caa,2026-08-24 06:16:04Z,B,HEIGHT_STD,1,0.525,cubit,M-SANCT-PLASTER1-Z,SANCT_HEIGHT,,Maazivah/plastering component.,Locked,"[""https://app.notion.com/3c60b963e60081a38da7c81ef15d9c63""]",Z/Height,0.525m,Main plaster/roof build-up · 1 cubit
3c60b963-e600-813d-8875-f77fe2c65410,https://app.notion.com/3c60b963e600813d8875f77fe2c65410,2026-08-24 06:32:55Z,A,PHYSICAL_A9477,2.75,2.75,meter,M-SOUTH-SLAB1075-W,SUB-050,Exceptional slab.,IAA 2026 paving slab L1075.,Candidate,"[""https://app.notion.com/3c60b963e60081b18759cc5641abd6c6""]",Width,N/A,Exceptional south street slab · width
3c60b963-e600-813e-925b-f7bda7f906cd,https://app.notion.com/3c60b963e600813e925bf7bda7f906cd,2026-08-24 06:32:55Z,A,PHYSICAL_A9477,1,1,meter,M-SOUTH-FOUND-STONE-L-MIN,SUB-011,"Use as observed range, not standard block module.",Reported observed range of foundation building-stone lengths in Area B.,Candidate,"[""https://app.notion.com/3c60b963e60081b18759cc5641abd6c6""]",X/E-W,N/A,South wall foundation stone · minimum observed length
3c60b963-e600-813f-9391-df6ff9000d0d,https://app.notion.com/3c60b963e600813f9391df6ff9000d0d,2026-08-24 05:48:32Z,B,MID-4.7,6,3.15,cubit,M-SAN-NS-07,HEKHAL_WALL_S,,South Hekhal wall thickness zone.,Candidate,"[""https://app.notion.com/3c60b963e60081d8adc4ff0eb75baa65""]",Y/N-S,0.525m,Sanctuary NS · south Hekhal wall 6c
3c60b963-e600-8140-9746-fefd83e61320,https://app.notion.com/3c60b963e60081409746fefd83e61320,2026-08-24 07:24:56Z,A,MID_ULAM_STEPS,3,1.575,cubit,M-ULAM-LANDING-A3C,ULAM-APPROACH,,First 3c level-space sequence.,Candidate,"[""https://app.notion.com/3c60b963e6008182abd1d79866c98995""]",X/E-W,0.525m,Altar→Ulam landing A · 3 cubits
3c60b963-e600-8143-85e6-dfd0cfcc9144,https://app.notion.com/3c60b963e600814385e6dfd0cfcc9144,2026-08-24 07:13:33Z,A,R_MEIR_TABLE,12,1.05,handbreadth,M-SHB-MEIR-L12HB,SHOWBREAD_TABLE,Pairs with width 6 handbreadths.,R. Meir vessel-cubit/table variant.,Conflict,"[""https://app.notion.com/3c60b963e600814a9432e5f9561ab5e6""]",X/E-W,0.525m,Showbread Table · R Meir length 12 handbreadths
3c60b963-e600-8144-9931-f4cb746412fb,https://app.notion.com/3c60b963e60081449931f4cb746412fb,2026-08-24 06:32:55Z,A,PHYSICAL_A9477,0.4,0.4,meter,M-SOUTH-SLAB1075-T,SUB-050,"Exceptional slab, estimated 5.5 tons.",IAA 2026 paving slab L1075.,Candidate,"[""https://app.notion.com/3c60b963e60081b18759cc5641abd6c6""]",Z/Height,N/A,Exceptional south street slab · thickness
3c60b963-e600-8145-863a-c8a02f480673,https://app.notion.com/3c60b963e6008145863ac8a02f480673,2026-08-24 06:43:04Z,B,DERIVED_FROM_WARREN_1_12,4.7636416907,,degree,M-WARREN-SOUTH-RAMP-ANGLE,SUB-040/SUB-041,Use for Blender ramp blockout only while 1:12 survey interpretation remains active.,"Derived from arctan(1/12), not a directly quoted historical angle.",Candidate,"[""https://app.notion.com/3c60b963e60081028707c20f3c2e9004""]",Radius/Other,N/A,South gate original ramp angle · derived
3c60b963-e600-8145-ad4b-c7bac9642b14,https://app.notion.com/3c60b963e6008145ad4bc7bac9642b14,2026-08-24 08:08:43Z,B,RAMBAM_RAMP_GEOMETRY,-46,-24.15,cubit,M-AZ-RAMP-GROUND-S-Y,ALTAR-RAMP,Source 32c ramp extends 2c northward over altar foundation/sovev.,30c ground run south of altar south face Y=-16c.,Candidate,"[""https://app.notion.com/3c60b963e60081f18fd2d10ba1662852""]",Y/N-S,0.525m,Ramp ground-run south start Y · Rambam
3c60b963-e600-8146-9bb6-ffcdd80f0598,https://app.notion.com/3c60b963e60081469bb6ffcdd80f0598,2026-08-24 07:13:33Z,A,MISHNAH_PAROKHET,1,0.0875,handbreadth,M-PAROKHET-T1HB,TEXTILE_PAROKHET,Source unit strong; metric depends on cubit/handbreadth relation.,Working conversion assumes 6 handbreadths per 0.525m cubit.,Candidate,"[""https://app.notion.com/3c60b963e600818dbfc3ca7699507380""]",Depth,0.525m,Parokhet thickness · 1 handbreadth
3c60b963-e600-8147-aa40-e8ab47bb44ab,https://app.notion.com/3c60b963e6008147aa40e8ab47bb44ab,2026-08-24 07:14:17Z,A,DAILY_SERVICE,4,2.1,cubit,M-ALTAR-INCENSEPILE-OFFSET4C,ALTAR_FIRE_INCENSE,Anchor position; pile footprint still unresolved.,Tamid locates second pile used for incense coals four cubits northward from southwestern corner.,Candidate,"[""https://app.notion.com/3c60b963e60081339770c3483e0d57ef""]",Y/N-S,0.525m,Second altar wood pile · north offset from SW corner 4 cubits
3c60b963-e600-8149-b0e0-f495d8d205dc,https://app.notion.com/3c60b963e6008149b0e0f495d8d205dc,2026-08-24 06:32:55Z,A,PHYSICAL_A9477,0.3,0.3,meter,M-SOUTH-PAVER-T,SUB-050,Pavement build-up also includes solid bedding of stones and grayish mortar.,Average thickness of large limestone street slabs in IAA 2026 Area A Stratum 4.,Candidate,"[""https://app.notion.com/3c60b963e60081b18759cc5641abd6c6""]",Z/Height,N/A,First-century street paving slab · average thickness
3c60b963-e600-814a-95bc-dd3f58c75e28,https://app.notion.com/3c60b963e600814a95bcdd3f58c75e28,2026-08-24 07:13:33Z,A,SHOWBREAD_SYSTEM,28,,count,M-SHB-RODS28,SHOWBREAD_TABLE,14 allocated per stack.,Total rods in system.,Locked,"[""https://app.notion.com/3c60b963e600814a9432e5f9561ab5e6""]",Radius/Other,N/A,Showbread half-hollow rods · count 28
3c60b963-e600-814d-b924-e1dfef520580,https://app.notion.com/3c60b963e600814db924e1dfef520580,2026-08-24 05:26:23Z,B,MID_500_CORE,500,262.5,cubit,M-TM-001-Y,MOUNT_CORE,Must be fitted against archaeological enclosure anchors.,Middot square core N-S dimension.,Candidate,"[""https://app.notion.com/3c60b963e6008176941affa53711f1a6""]",Y/N-S,0.525m,Temple Mount core N-S · 500 cubits
3c60b963-e600-814e-a378-dc123f3ef6e7,https://app.notion.com/3c60b963e600814ea378dc123f3ef6e7,2026-08-24 06:43:04Z,C,DERIVED_FROM_WARREN_1_12,4.8768,4.8768,meter,M-WARREN-SOUTH-RAMP-RISE192,SUB-040/SUB-041,Only a geometric checksum; actual historical ramp may include breaks/steps and later alterations.,Derived vertical gain over 58.5216m horizontal run at 1:12.,Candidate,"[""https://app.notion.com/3c60b963e60081028707c20f3c2e9004""]",Z/Height,N/A,Vertical rise over 192ft at 1:12 · derived
3c60b963-e600-814f-b5e3-e568b96f67c9,https://app.notion.com/3c60b963e600814fb5e3e568b96f67c9,2026-08-24 06:43:04Z,B,HISTORICAL_SURVEY_WARREN,13,3.9624,foot,M-WARREN-TRIPLE-BAY-W13FT,SUB-041,Current/later triple façade geometry; do not assume Herodian original was triple.,Warren/Conder: each visible Triple Gateway bay c.13 ft wide.,Candidate,"[""https://app.notion.com/3c60b963e60081028707c20f3c2e9004""]",Width,N/A,Triple Gate current gateway bay width
